PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40819129","Cross-modal gated feature enhancement for multimodal emotion recognition in conversations","Zhao S, Ren J, Zhou X.","Sci Rep. 2025 Aug 16;15(1):30004. doi: 10.1038/s41598-025-11989-6.","Zhao S","Sci Rep","2025","2025/08/16","PMC12357892","","10.1038/s41598-025-11989-6"
"32843907","Differences in cohort study data affect external validation of artificial intelligence models for predictive diagnostics of dementia - lessons for translation into clinical practice","Birkenbihl C, Emon MA, Vrooman H, Westwood S, Lovestone S; AddNeuroMed Consortium; Hofmann-Apitius M, Fröhlich H; Alzheimer’s Disease Neuroimaging Initiative.","EPMA J. 2020 Jun 22;11(3):367-376. doi: 10.1007/s13167-020-00216-z. eCollection 2020 Sep.","Birkenbihl C","EPMA J","2020","2020/08/27","PMC7429672","","10.1007/s13167-020-00216-z"
"32448796","Study protocol for the antidepressant advisor (ADeSS): a decision support system for antidepressant treatment for depression in UK primary care: a feasibility study","Harrison P, Carr E, Goldsmith K, Young AH, Ashworth M, Fennema D, Barrett B, Zahn R.","BMJ Open. 2020 May 24;10(5):e035905. doi: 10.1136/bmjopen-2019-035905.","Harrison P","BMJ Open","2020","2020/05/26","PMC7252992","","10.1136/bmjopen-2019-035905"
"35103614","Patient-Led Mass Screening for Atrial Fibrillation in the Older Population Using Handheld Electrocardiographic Devices Integrated With a Clinician-Coordinated Remote Central Monitoring System: Protocol for a Randomized Controlled Trial and Process Evaluation","Wong KC, Nguyen TN, Marschner S, Turnbull S, Burns MJ, Ne JYA, Gopal V, Indrawansa AB, Trankle SA, Usherwood T, Kumar S, Lindley RI, Chow CK.","JMIR Res Protoc. 2022 Feb 1;11(2):e34778. doi: 10.2196/34778.","Wong KC","JMIR Res Protoc","2022","2022/02/01","PMC8848249","","10.2196/34778"
"34777128","Dear Computer on My Desk, Which Candidate Fits Best? An Assessment of Candidates' Perception of Assessment Quality When Using AI in Personnel Selection","Schick J, Fischer S.","Front Psychol. 2021 Oct 21;12:739711. doi: 10.3389/fpsyg.2021.739711. eCollection 2021.","Schick J","Front Psychol","2021","2021/11/15","PMC8581759","","10.3389/fpsyg.2021.739711"
"40281033","A NLP analysis of digital demand for healthcare jobs in China","Chen Y, Zhan X, Yang W, Yan X, Du Y, Zhao T.","Sci Rep. 2025 Apr 25;15(1):14518. doi: 10.1038/s41598-025-98552-5.","Chen Y","Sci Rep","2025","2025/04/25","PMC12032025","","10.1038/s41598-025-98552-5"
"40692506","Healing Through Representation: An Integrative Review of American Indian and Alaska Native Students in Health Professions Education","Payestewa-Picazo K, Godfrey TM, Sowicz TJ, Llanque-White SM, Michalec B.","Creat Nurs. 2025 Aug;31(3):254-262. doi: 10.1177/10784535251359691. Epub 2025 Jul 22.","Payestewa-Picazo K","Creat Nurs","2025","2025/07/22","","","10.1177/10784535251359691"
"35284822","Balancing Gender Bias in Job Advertisements With Text-Level Bias Mitigation","Hu S, Al-Ani JA, Hughes KD, Denier N, Konnikov A, Ding L, Xie J, Hu Y, Tarafdar M, Jiang B, Kong L, Dai H.","Front Big Data. 2022 Feb 18;5:805713. doi: 10.3389/fdata.2022.805713. eCollection 2022.","Hu S","Front Big Data","2022","2022/03/14","PMC8905631","","10.3389/fdata.2022.805713"
"40690134","Pediatrics 4.0: the Transformative Impacts of the Latest Industrial Revolution on Pediatrics","Onur D, Özbakır Ç.","Health Care Anal. 2025 Jul 21. doi: 10.1007/s10728-025-00536-z. Online ahead of print.","Onur D","Health Care Anal","2025","2025/07/21","","","10.1007/s10728-025-00536-z"
"40363159","Substation Inspection Safety Risk Identification Based on Synthetic Data and Spatiotemporal Action Detection","Liu C, Zhang W, Xu W, Lu B, Li W, Zhao X.","Sensors (Basel). 2025 Apr 25;25(9):2720. doi: 10.3390/s25092720.","Liu C","Sensors (Basel)","2025","2025/05/14","PMC12074476","","10.3390/s25092720"
"39919068","Asking an AI for salary negotiation advice is a matter of concern: Controlled experimental perturbation of ChatGPT for protected and non-protected group discrimination on a contextual task with no clear ground truth answers","Geiger RS, O'Sullivan F, Wang E, Lo J.","PLoS One. 2025 Feb 7;20(2):e0318500. doi: 10.1371/journal.pone.0318500. eCollection 2025.","Geiger RS","PLoS One","2025","2025/02/07","PMC11805401","","10.1371/journal.pone.0318500"
"41136972","Exploring information security compliant behaviors in healthcare Knowledge Process Outsourcing (KPOs)","Mahipala C, Perera P.","BMC Med Inform Decis Mak. 2025 Oct 24;25(1):394. doi: 10.1186/s12911-025-03007-6.","Mahipala C","BMC Med Inform Decis Mak","2025","2025/10/24","PMC12553237","","10.1186/s12911-025-03007-6"
"41402737","Proteomics analysis of aqueous and vitreous humor in uveitis: a systematic literature review","Reeg S, Klefter ON, Subhi Y, Vorum H, Honoré B, Cehofski LJ.","Clin Proteomics. 2025 Dec 16;23(1):3. doi: 10.1186/s12014-025-09564-2.","Reeg S","Clin Proteomics","2025","2025/12/16","PMC12821945","","10.1186/s12014-025-09564-2"
"41334781","Improving Access and Outcomes in Cardiovascular Care for Racial and Ethnic Minorities","Tran HH, Thu A, Twayana AR, Fuertes A, Gonzalez M, Mehta KA, Basta M, James M, Elias D, Figaro YM, Islek D, Lo A, Frishman WH, Aronow WS.","Cardiol Rev. 2025 Oct 9. doi: 10.1097/CRD.0000000000001073. Online ahead of print.","Tran HH","Cardiol Rev","2025","2025/12/03","","","10.1097/CRD.0000000000001073"
"41370171","FHIR in Focus: Enabling Biomedical Data Harmonization for Intelligent Healthcare Systems","Hornback A, Marteau B, Tan SQY, Kim K, Patil O, Traynelis J, Zhu Y, Giuste F, Wang MD.","IEEE Rev Biomed Eng. 2026;19:305-336. doi: 10.1109/RBME.2025.3632213.","Hornback A","IEEE Rev Biomed Eng","2026","2025/12/10","","","10.1109/RBME.2025.3632213"
"26968948","Outbreak definition by change point analysis: a tool for public health decision?","Texier G, Farouh M, Pellegrin L, Jackson ML, Meynard JB, Deparis X, Chaudet H.","BMC Med Inform Decis Mak. 2016 Mar 12;16:33. doi: 10.1186/s12911-016-0271-x.","Texier G","BMC Med Inform Decis Mak","2016","2016/03/13","PMC4788889","","10.1186/s12911-016-0271-x"
"41458888","Navigating the future of artificial intelligence technologies for improving the care of older adults","Abadir M, Dineen W, Myers D, Yu S, Phan P.","Innov Aging. 2025 Sep 25;9(Suppl 1):S24-S32. doi: 10.1093/geroni/igaf092. eCollection 2025 Dec.","Abadir M","Innov Aging","2025","2025/12/29","PMC12742854","","10.1093/geroni/igaf092"
"41303733","DeepCARS-Identified High-Risk Patients: Clinical Interventions and Outcomes During the Korean Healthcare Crisis","Jang H, Yoo W, Hwang S, Lee K.","Medicina (Kaunas). 2025 Oct 22;61(11):1896. doi: 10.3390/medicina61111896.","Jang H","Medicina (Kaunas)","2025","2025/11/27","PMC12654439","","10.3390/medicina61111896"
"39199603","Leveraging Large Language Models for Precision Monitoring of Chemotherapy-Induced Toxicities: A Pilot Study with Expert Comparisons and Future Directions","Ruiz Sarrias O, Martínez Del Prado MP, Sala Gonzalez MÁ, Azcuna Sagarduy J, Casado Cuesta P, Figaredo Berjano C, Galve-Calvo E, López de San Vicente Hernández B, López-Santillán M, Nuño Escolástico M, Sánchez Togneri L, Sande Sardina L, Pérez Hoyos MT, Abad Villar MT, Zabalza Zudaire M, Sayar Beristain O.","Cancers (Basel). 2024 Aug 12;16(16):2830. doi: 10.3390/cancers16162830.","Ruiz Sarrias O","Cancers (Basel)","2024","2024/08/29","PMC11352281","","10.3390/cancers16162830"
"41550203","Problematizing the role of artificial intelligence in hiring and organizational inequalities: A multidisciplinary review","Hughes KD, Konnikov A, Denier N, Hu Y.","Hum Relat. 2025 Dec 30;79(2):246-278. doi: 10.1177/00187267251403902. eCollection 2026 Feb.","Hughes KD","Hum Relat","2025","2026/01/19","PMC12812018","","10.1177/00187267251403902"
"29787859","Design and rationale of the INSYTE study: A randomised, placebo controlled study to test the efficacy of a synbiotic on liver fat, disease biomarkers and intestinal microbiota in non-alcoholic fatty liver disease","Scorletti E, Afolabi PR, Miles EA, Smith DE, Almehmadi A, Alshathry A, Moyses HE, Clough GF, Wright M, Patel J, Bindels L, Delzenne NM, Calder PC, Byrne CD.","Contemp Clin Trials. 2018 Aug;71:113-123. doi: 10.1016/j.cct.2018.05.010. Epub 2018 May 19.","Scorletti E","Contemp Clin Trials","2018","2018/05/23","","","10.1016/j.cct.2018.05.010"
"41561870","Mobile apps, AI, and teletherapy: a comprehensive review of digital mental health tools for nurses","Huang W, Xing Y, Zhao F, Wang Y.","Front Public Health. 2026 Jan 5;13:1686766. doi: 10.3389/fpubh.2025.1686766. eCollection 2025.","Huang W","Front Public Health","2026","2026/01/21","PMC12812898","","10.3389/fpubh.2025.1686766"
"31320356","Development of a point of care system for automated coma prognosis: a prospective cohort study protocol","Connolly JF, Reilly JP, Fox-Robichaud A, Britz P, Blain-Moraes S, Sonnadara R, Hamielec C, Herrera-Díaz A, Boshra R.","BMJ Open. 2019 Jul 17;9(7):e029621. doi: 10.1136/bmjopen-2019-029621.","Connolly JF","BMJ Open","2019","2019/07/20","PMC6661548","","10.1136/bmjopen-2019-029621"
"40517253","Enhancing hepatopathy clinical trial efficiency: a secure, large language model-powered pre-screening pipeline","Gui X, Lv H, Wang X, Lv L, Xiao Y, Wang L.","BioData Min. 2025 Jun 14;18(1):42. doi: 10.1186/s13040-025-00458-5.","Gui X","BioData Min","2025","2025/06/14","PMC12167571","","10.1186/s13040-025-00458-5"
"41359863","Bridging the AI-Literacy Gap in Health Care: Qualitative Analysis of the Flanders Case Study","Chatzichristos C, Chatzichristos G, Borremans I, Gruyaert S, De Vos I, De Vos M, De Backere F.","J Med Internet Res. 2025 Dec 8;27:e76709. doi: 10.2196/76709.","Chatzichristos C","J Med Internet Res","2025","2025/12/08","PMC12685233","","10.2196/76709"
"40222403","Perceived Racism, Brain Development, and Internalizing and Externalizing Symptoms: Findings From the ABCD Study","Chen S, Lopez-Quintero C, Elton A.","J Am Acad Child Adolesc Psychiatry. 2025 Apr 11:S0890-8567(25)00206-0. doi: 10.1016/j.jaac.2025.04.005. Online ahead of print.","Chen S","J Am Acad Child Adolesc Psychiatry","2025","2025/04/13","","","10.1016/j.jaac.2025.04.005"
"31315858","Phase 3 diagnostic evaluation of a smart tablet serious game to identify autism in 760 children 3-5 years old in Sweden and the United Kingdom","Millar L, McConnachie A, Minnis H, Wilson P, Thompson L, Anzulewicz A, Sobota K, Rowe P, Gillberg C, Delafield-Butt J.","BMJ Open. 2019 Jul 16;9(7):e026226. doi: 10.1136/bmjopen-2018-026226.","Millar L","BMJ Open","2019","2019/07/19","PMC6661582","","10.1136/bmjopen-2018-026226"
"41326297","AI-augmented frameworks for enhancing Alzheimer's disease clinical trials: A memory clinic perspective","Yigamawano FK, Odom AR, Xue C, Pandey HK, Kolachalama VB.","J Prev Alzheimers Dis. 2025 Dec 1;13(1):100396. doi: 10.1016/j.tjpad.2025.100396. Online ahead of print.","Yigamawano FK","J Prev Alzheimers Dis","2025","2025/12/01","PMC12811774","","10.1016/j.tjpad.2025.100396"
"41619455","Construction of a classification system for long-term care service needs among the elderly based on cluster analysis and machine learning: A multi-center, cross-sectional study in central China","Li F, Huang W, Zeng Y, Long Y, Peng J, Hu J, Li J, Chen X, Li L.","Int J Nurs Stud. 2026 Jan 15;177:105344. doi: 10.1016/j.ijnurstu.2026.105344. Online ahead of print.","Li F","Int J Nurs Stud","2026","2026/01/31","","","10.1016/j.ijnurstu.2026.105344"
"41161095","Drug toxicity prediction based on genotype-phenotype differences between preclinical models and humans","Park M, Song W, Ahn H, Kim S.","EBioMedicine. 2025 Nov;121:105994. doi: 10.1016/j.ebiom.2025.105994. Epub 2025 Oct 28.","Park M","EBioMedicine","2025","2025/10/29","PMC12597050","","10.1016/j.ebiom.2025.105994"
"28345442","Predicting 1-Year Statin Adherence Among Prevalent Users: A Retrospective Cohort Study","Krumme AA, Franklin JM, Isaman DL, Matlin OS, Tong AY, Spettell CM, Brennan TA, Shrank WH, Choudhry NK.","J Manag Care Spec Pharm. 2017 Apr;23(4):494-502. doi: 10.18553/jmcp.2017.23.4.494.","Krumme AA","J Manag Care Spec Pharm","2017","2017/03/28","PMC10397905","","10.18553/jmcp.2017.23.4.494"
"41554116","Developing a Quality Evaluation Index System for Health Conversational Artificial Intelligence: Mixed Methods Study","Liao W, Li M, Ma C, Han Y, Wang D, Liu H, Wang Y, Feng Z, Wang H, Guan Y.","J Med Internet Res. 2026 Jan 19;28:e83188. doi: 10.2196/83188.","Liao W","J Med Internet Res","2026","2026/01/19","","","10.2196/83188"
"39569066","From jobs to careers: drivers and barriers to career development in emerging labor markets","Luwei W, Huimin M.","Front Sociol. 2024 Nov 6;9:1486871. doi: 10.3389/fsoc.2024.1486871. eCollection 2024.","Luwei W","Front Sociol","2024","2024/11/21","PMC11576451","","10.3389/fsoc.2024.1486871"
"31567285","Chair Versus Chairman: Does Orthopaedics Use the Gendered Term More Than Other Specialties?","Peck CJ, Schmidt SJ, Latimore DA, O'Connor MI.","Clin Orthop Relat Res. 2020 Jul;478(7):1583-1589. doi: 10.1097/CORR.0000000000000964.","Peck CJ","Clin Orthop Relat Res","2020","2019/10/01","PMC7310475","","10.1097/CORR.0000000000000964"
"41107747","Methodological and applicability pitfalls of clinical prediction models for asthma diagnosis: a systematic review and critical appraisal of evidence","Wongyikul P, Phinyo P, Seephueng P, Tanasombatkul K, Kawamatawong T, Wongsa C, Thongngarm T.","BMC Med Res Methodol. 2025 Oct 17;25(1):232. doi: 10.1186/s12874-025-02680-5.","Wongyikul P","BMC Med Res Methodol","2025","2025/10/17","PMC12534977","","10.1186/s12874-025-02680-5"
"41285608","Trends, Innovations, and Future Care for Chronic Conditions in Latinos: A Report From the 2024 Latino Primary Care Summit","Marino M, Lucas JA, Guzman EV, Datta R, Kaufmann J, Ezekiel-Herrera D, Abraído-Lanza AF, Anaya YB, Bello E, Camacho-Rivera M, Celedón JC, Galvez E, Garcia L, Hayes-Bautista DE, Mina J, Phipps M, Suglia SF, Heintzman J.","Ann Fam Med. 2025 Nov 24;23(6):546-551. doi: 10.1370/afm.250066.","Marino M","Ann Fam Med","2025","2025/11/24","PMC12751308","","10.1370/afm.250066"
"41360694","Seeing Is Believing? Exploring Gender Bias in Artificial Intelligence Imagery of Specialty Doctors","Hartley A, Fisher J.","Clin Teach. 2026 Feb;23(1):e70297. doi: 10.1111/tct.70297.","Hartley A","Clin Teach","2026","2025/12/08","PMC12685619","","10.1111/tct.70297"
"29677939","Estimating a Bias in ICD Encodings for Billing Purposes","Fette G, Krug M, Kaspar M, Liman L, Dietrich G, Ertl M, Krebs J, Störk S, Puppe F.","Stud Health Technol Inform. 2018;247:141-145.","Fette G","Stud Health Technol Inform","2018","2018/04/22","","",""
"41323094","Bridging trust gaps: Stakeholder perspectives on AI adoption in the United Kingdom NHS primary care","Sides T, Kbaier D, Farrell T, Third A.","Digit Health. 2025 Nov 27;11:20552076251386706. doi: 10.1177/20552076251386706. eCollection 2025 Jan-Dec.","Sides T","Digit Health","2025","2025/12/01","PMC12660648","","10.1177/20552076251386706"
"40597282","Shift nurses' work quality and job satisfaction after implementing the Inha University hospital nursing AI scheduling system (IH-NASS)","Kang HW, Kim J, Kim KJ, Bae EK, Kang H, Jang JH, Choe W.","BMC Nurs. 2025 Jul 1;24(1):792. doi: 10.1186/s12912-025-03470-6.","Kang HW","BMC Nurs","2025","2025/07/02","PMC12210576","","10.1186/s12912-025-03470-6"
"41315760","Policy brief: AI-first Medicaid: how CMS can build a smarter safety net with Precision Benefits","Favini N, Batlivala N, Mijic M, Daneshjou R.","NPJ Digit Med. 2025 Nov 28;8(1):734. doi: 10.1038/s41746-025-02195-9.","Favini N","NPJ Digit Med","2025","2025/11/29","PMC12663265","","10.1038/s41746-025-02195-9"
"41326296","Solving the 'Goldilocks problem' in dementia clinical trials with multimodal AI","Welchman AE, Kourtzi Z.","J Prev Alzheimers Dis. 2025 Dec 1;13(1):100397. doi: 10.1016/j.tjpad.2025.100397. Online ahead of print.","Welchman AE","J Prev Alzheimers Dis","2025","2025/12/01","PMC12811767","","10.1016/j.tjpad.2025.100397"
"41367930","Perceptions of AI-supported training for electronic health record use in Tanzania: A preliminary exploratory study","Mwogosi A, Maganga M, Gregory S, Msaru U, Amos A, Kajala J.","Digit Health. 2025 Dec 7;11:20552076251404506. doi: 10.1177/20552076251404506. eCollection 2025 Jan-Dec.","Mwogosi A","Digit Health","2025","2025/12/10","PMC12682980","","10.1177/20552076251404506"
"32501274","Facebook Recruitment Using Zip Codes to Improve Diversity in Health Research: Longitudinal Observational Study","Pechmann C, Phillips C, Calder D, Prochaska JJ.","J Med Internet Res. 2020 Jun 5;22(6):e17554. doi: 10.2196/17554.","Pechmann C","J Med Internet Res","2020","2020/06/06","PMC7305557","","10.2196/17554"
"40454504","A Review of Software in Clinical Trials: FDA Regulatory Frameworks and Addressing Challenges","Dixit S, Sharma D, Sharma N, Shukla VK.","Rev Recent Clin Trials. 2025 May 29. doi: 10.2174/0115748871359356250523033831. Online ahead of print.","Dixit S","Rev Recent Clin Trials","2025","2025/06/02","","","10.2174/0115748871359356250523033831"
"40823408","Attitudes towards AI counseling: the existence of perceptual fear in affecting perceived chatbot support quality","Keung WM, So TY.","Front Psychol. 2025 Aug 1;16:1538387. doi: 10.3389/fpsyg.2025.1538387. eCollection 2025.","Keung WM","Front Psychol","2025","2025/08/18","PMC12355521","","10.3389/fpsyg.2025.1538387"
"27733413","Screening of gestational diabetes mellitus in early pregnancy by oral glucose tolerance test and glycosylated fibronectin: study protocol for an international, prospective, multicentre cohort trial","Huhn EA, Fischer T, Göbl CS, Todesco Bernasconi M, Kreft M, Kunze M, Schoetzau A, Dölzlmüller E, Eppel W, Husslein P, Ochsenbein-Koelble N, Zimmermann R, Bäz E, Prömpeler H, Bruder E, Hahn S, Hoesli I.","BMJ Open. 2016 Oct 12;6(10):e012115. doi: 10.1136/bmjopen-2016-012115.","Huhn EA","BMJ Open","2016","2016/10/14","PMC5073542","","10.1136/bmjopen-2016-012115"
"41401239","Incorporating Generative AI Into a Health Informatics Curriculum to Build 21st Century Competencies: Multisite Pre-Post Study","Seba F, Isola M, Mills L, Zalake M, Krive J.","JMIR Med Inform. 2025 Dec 16;13:e76507. doi: 10.2196/76507.","Seba F","JMIR Med Inform","2025","2025/12/16","PMC12707436","","10.2196/76507"
"40351586","Comparing chatbots to psychometric tests in hiring: reduced social desirability bias, but lower predictive validity","Dukanovic D, Krpan D.","Front Psychol. 2025 Apr 25;16:1564979. doi: 10.3389/fpsyg.2025.1564979. eCollection 2025.","Dukanovic D","Front Psychol","2025","2025/05/12","PMC12061966","","10.3389/fpsyg.2025.1564979"
"40588907","Designing a Speech-Based Decision Support Tool for Parkinson's Disease in Integrated Care","Aquino S.","Stud Health Technol Inform. 2025 Jun 26;328:188-192. doi: 10.3233/SHTI250699.","Aquino S","Stud Health Technol Inform","2025","2025/07/01","","","10.3233/SHTI250699"
"41503546","Towards an Integrated Framework for Health Surveillance Systems: A Systematic Literature Review of Design Components and Implementation Challenges","Mollabagher M, Hassanzadeh A, Sepehri MM, Habibelahi A, Sarabadani A.","Health Sci Rep. 2026 Jan 6;9(1):e71652. doi: 10.1002/hsr2.71652. eCollection 2026 Jan.","Mollabagher M","Health Sci Rep","2026","2026/01/08","PMC12772436","","10.1002/hsr2.71652"
"27784037","Deconstructing Pretest Risk Enrichment to Optimize Prediction of Psychosis in Individuals at Clinical High Risk","Fusar-Poli P, Rutigliano G, Stahl D, Schmidt A, Ramella-Cravaro V, Hitesh S, McGuire P.","JAMA Psychiatry. 2016 Dec 1;73(12):1260-1267. doi: 10.1001/jamapsychiatry.2016.2707.","Fusar-Poli P","JAMA Psychiatry","2016","2016/10/27","","","10.1001/jamapsychiatry.2016.2707"
"41087110","Assessing the potential utility of large language models for assisting community health workers: protocol for a prospective, observational study in Rwanda","Menon V, Shimelash N, Rutunda S, Nshimiyimana C, Archer L, Emmanuel-Fabula M, Berhe DF, Gill J, Hezagira E, Remera E, Riley R, Wong R, Denniston AK, Mateen BA, Liu X.","BMJ Open. 2025 Oct 14;15(10):e110927. doi: 10.1136/bmjopen-2025-110927.","Menon V","BMJ Open","2025","2025/10/14","PMC12519661","","10.1136/bmjopen-2025-110927"
"40533201","Validation of salivary uric acid remote self-monitoring for early prediction of hypertensive disorders of pregnancy: study protocol for a prospective, observational, multicentre cohort study","Chmielewska B, Reading I, Bhide A, Ganapathy R, Thilaganathan B.","BMJ Open. 2025 Jun 18;15(6):e094421. doi: 10.1136/bmjopen-2024-094421.","Chmielewska B","BMJ Open","2025","2025/06/18","PMC12182125","","10.1136/bmjopen-2024-094421"
"40921632","INDIGO randomised controlled digital clinical trial: INvestigating DIgital outcomes and quality of life in cancer survivors - a study protocol","Le Calvez K, Gregory JJ, Gath J, Wheatstone P, Ashley L, Chinembiri O, Cunliffe A, Davenport G, Jamieson Gilmore K, Langel K, Miglio C, Pakzad-Shahabi L, Padmasri D, Ruta D, Williams H, Williams M.","BMJ Open. 2025 Sep 8;15(9):e104336. doi: 10.1136/bmjopen-2025-104336.","Le Calvez K","BMJ Open","2025","2025/09/08","PMC12421152","","10.1136/bmjopen-2025-104336"
"41130677","Randomised controlled trial of VR-based observation meditation with AI coaching ('Otti') for stress reduction in university students in the United States: study protocol","Hong J, Shelton CR, Oh H.","BMJ Open. 2025 Oct 23;15(10):e097236. doi: 10.1136/bmjopen-2024-097236.","Hong J","BMJ Open","2025","2025/10/23","PMC12551479","","10.1136/bmjopen-2024-097236"
"41256126","Observer: Creation of a Novel Multimodal Dataset for Outpatient Care Research","Johnson KB, Alasaly B, Jang KJ, Eaton E, Mopidevi S, Koppel R.","medRxiv [Preprint]. 2025 Oct 3:2025.05.18.25327837. doi: 10.1101/2025.05.18.25327837.","Johnson KB","medRxiv","2025","2025/11/19","PMC12622128","","10.1101/2025.05.18.25327837"
"38793838","Optimizing Collaborative Crowdsensing: A Graph Theoretical Approach to Team Recruitment and Fair Incentive Distribution","Liu H, Zhang C, Chen X, Tai W.","Sensors (Basel). 2024 May 8;24(10):2983. doi: 10.3390/s24102983.","Liu H","Sensors (Basel)","2024","2024/05/25","PMC11124905","","10.3390/s24102983"
"41271872","Enhancing workplace productivity with secure AI using federated contrastive learning model for performance optimization","Maya G, Suganya A.","Sci Rep. 2025 Nov 21;15(1):41296. doi: 10.1038/s41598-025-25153-7.","Maya G","Sci Rep","2025","2025/11/21","PMC12639065","","10.1038/s41598-025-25153-7"
"41329914","Virtual Wound Care in Australian Nursing Homes: Protocol for a Pilot and Feasibility Study","Russell H, Banbury A, Smith K, Barakat-Johnson M, Makeham M, Luscombe G.","JMIR Res Protoc. 2025 Dec 2;14:e79652. doi: 10.2196/79652.","Russell H","JMIR Res Protoc","2025","2025/12/02","PMC12671902","","10.2196/79652"
"28213060","Prediction of cesarean delivery in the term nulliparous woman: results from the prospective, multicenter Genesis study","Burke N, Burke G, Breathnach F, McAuliffe F, Morrison JJ, Turner M, Dornan S, Higgins JR, Cotter A, Geary M, McParland P, Daly S, Cody F, Dicker P, Tully E, Malone FD; Perinatal Ireland Research Consortium.","Am J Obstet Gynecol. 2017 Jun;216(6):598.e1-598.e11. doi: 10.1016/j.ajog.2017.02.017. Epub 2017 Feb 16.","Burke N","Am J Obstet Gynecol","2017","2017/02/19","","","10.1016/j.ajog.2017.02.017"
"40192926","The Cognivue Amyloid Risk Measure (CARM): A Novel Method to Predict the Presence of Amyloid with Cognivue Clarity","Galvin JE, Kleiman MJ, Harris HM, Estes PW.","Neurol Ther. 2025 Jun;14(3):865-880. doi: 10.1007/s40120-025-00741-x. Epub 2025 Apr 7.","Galvin JE","Neurol Ther","2025","2025/04/07","PMC12089551","","10.1007/s40120-025-00741-x"
"41225622","Implementation of the multicountry WHO COVID-19 pregnancy cohort study: challenges and lessons learned during the pandemic","Costa ML, Souza RT, Cecatti JG, Gottlieb SL, Delnord M, Thwin SS, Habib NA, Silva R, Giordano D, Thorson A, Broutet NJ, Abalos E, Kouanda S, Torpey K, Modey E, Llamas-Clark E, Saleem S, Jessani S, Temmerman M, Gichere I, Maina B, Triki H, Gdoura M, Abejirinde IO, Orrico-Sánchez A, Munoz S, Kara E.","Reprod Health. 2025 Nov 12;22(1):231. doi: 10.1186/s12978-025-02080-4.","Costa ML","Reprod Health","2025","2025/11/13","PMC12613380","","10.1186/s12978-025-02080-4"
"40579599","First Impressions: How Surgeon Gender and Race in Social Media Profile Pictures Affect Patient Perception in Plastic Surgery","Rothchild E, Phillips S, Baker C, Wang F, Ricci JA.","Aesthetic Plast Surg. 2025 Jun 27. doi: 10.1007/s00266-025-05003-7. Online ahead of print.","Rothchild E","Aesthetic Plast Surg","2025","2025/06/27","","","10.1007/s00266-025-05003-7"
"40550156","Assessing Medical Students' Perception of the Role of Artificial Intelligence in Healthcare","Ogunremi OO, Job A, Noble E, Reynen J, Holmes A, Kozmenko V.","S D Med. 2025 May;78(5):218-225.","Ogunremi OO","S D Med","2025","2025/06/23","","",""
"41378642","The role of AI in transforming healthcare in South Africa","Janneker W.","S Afr Med J. 2025 May 30;115(4b):e3672. doi: 10.7196/SAMJ.2025.v115i5b.3672.","Janneker W","S Afr Med J","2025","2025/12/11","","","10.7196/SAMJ.2025.v115i5b.3672"
"31017843","Time-trend impact on treatment estimation in two-arm clinical trials with a binary outcome and Bayesian response adaptive randomization","Jiang Y, Zhao W, Durkalski-Mauldin V.","J Biopharm Stat. 2020;30(1):69-88. doi: 10.1080/10543406.2019.1607368. Epub 2019 Apr 24.","Jiang Y","J Biopharm Stat","2020","2019/04/25","PMC6825522","NIHMS1052233","10.1080/10543406.2019.1607368"
"40053202","Validation of the capnodynamic method to calculate mixed venous oxygen saturation in postoperative cardiac patients","Wallin M, Hallback M, Iftikhar H, Keleher E, Aneman A.","Intensive Care Med Exp. 2025 Mar 7;13(1):32. doi: 10.1186/s40635-025-00741-z.","Wallin M","Intensive Care Med Exp","2025","2025/03/07","PMC11889286","","10.1186/s40635-025-00741-z"
"28781130","Cardiac Function Improvement and Bone Marrow Response -: Outcome Analysis of the Randomized PERFECT Phase III Clinical Trial of Intramyocardial CD133(+) Application After Myocardial Infarction","Steinhoff G, Nesteruk J, Wolfien M, Kundt G; PERFECT Trial Investigators Group; Börgermann J, David R, Garbade J, Große J, Haverich A, Hennig H, Kaminski A, Lotz J, Mohr FW, Müller P, Oostendorp R, Ruch U, Sarikouch S, Skorska A, Stamm C, Tiedemann G, Wagner FM, Wolkenhauer O.","EBioMedicine. 2017 Aug;22:208-224. doi: 10.1016/j.ebiom.2017.07.022. Epub 2017 Jul 29.","Steinhoff G","EBioMedicine","2017","2017/08/08","PMC5552265","","10.1016/j.ebiom.2017.07.022"
"32452356","Fluoxetine to improve functional outcomes in patients after acute stroke: the FOCUS RCT","Dennis M, Forbes J, Graham C, Hackett M, Hankey GJ, House A, Lewis S, Lundström E, Sandercock P, Mead G.","Health Technol Assess. 2020 May;24(22):1-94. doi: 10.3310/hta24220.","Dennis M","Health Technol Assess","2020","2020/05/27","PMC7294394","","10.3310/hta24220"
"41595917","Unmet Needs and Service Priorities for ADHD in Australia: AI-Assisted Analysis of Senate Inquiry Submissions","Hudson B, Connell S, Kurumlian A, Fernandes A, Bhurawala H, Poulton A.","Int J Environ Res Public Health. 2026 Jan 19;23(1):123. doi: 10.3390/ijerph23010123.","Hudson B","Int J Environ Res Public Health","2026","2026/01/28","PMC12840765","","10.3390/ijerph23010123"
